#          omega,            hol_g,      FCI (extra),               HF,         CCS-1-S1,         CCS-2-S2,           LF-HF,          LF-MP2,        NN-VMC
      3.02500000,       4.50000000,      -7.15137418,      -6.84401898,      -6.87826169,      -7.10007432,     -6.96298505,     -7.17771907,   -7.15128580   
      3.22000000,       4.50000000,      -6.82845367,      -6.44834122,      -6.48970451,      -6.76529368,     -6.64289038,     -6.85807550,   -6.82850343   
      3.41500000,       4.50000000,      -6.55047267,      -6.09897192,      -6.14838705,      -6.47628536,     -6.37210473,     -6.58007658,   -6.55073272   
      3.61000000,       4.50000000,      -6.30831189,      -5.78840944,      -5.84686424,      -6.22434643,     -6.13953265,     -6.33595587,   -6.30818817   
      3.80500000,       4.50000000,      -6.09506892,      -5.51069043,      -5.57924339,      -6.00287432,     -5.93639429,     -6.11746025,   -6.09510532   
      4.00000000,       4.50000000,      -5.90547620,      -5.26101374,      -5.34075372,      -5.80679554,     -5.75739462,     -5.92447462,   -5.90546805   
      0.10000000,       4.75000000,    -225.62943313,    -225.62943214,    -225.62943313,    -225.62943313,   -225.62943214,   -225.62943313,   -225.63055143 
      0.29500000,       4.75000000,     -76.49615124,     -76.49612592,     -76.49615114,     -76.49615124,    -76.49615119,    -76.49615124,   -76.49626139  
      0.49000000,       4.75000000,     -46.06775396,     -46.06763710,     -46.06775269,     -46.06775396,    -46.06775360,    -46.06775396,   -46.06713435  
      0.68500000,       4.75000000,     -32.96864262,     -32.96831981,     -32.96863573,     -32.96864258,    -32.96864063,    -32.96864256,   -32.96821322  
      0.88000000,       4.75000000,     -25.67890952,     -25.67821474,     -25.67888483,     -25.67890926,    -25.67890226,    -25.67890913,   -25.67893696  
      1.07500000,       4.75000000,     -21.03732257,     -21.03603106,     -21.03725328,     -21.03732146,    -21.03730158,    -21.03732084,   -21.03723611  
      1.27000000,       4.75000000,     -17.82424095,     -17.82205845,     -17.82407504,     -17.82423718,    -17.82418870,    -17.82423475,   -17.82407191  
      1.46500000,       4.75000000,     -15.46944300,     -15.46598893,     -15.46908668,     -15.46943199,    -15.46932667,    -15.46942441,   -15.46950452  
      1.66000000,       4.75000000,     -13.67102435,     -13.66549079,     -13.67000129,     -13.67093268,    -13.67046349,    -13.67065647,   -13.67132516  
      1.85500000,       4.75000000,     -12.25632290,     -12.24535855,     -12.25165849,     -12.25558761,    -12.25249502,    -12.25285562,   -12.25602011  
      2.05000000,       4.75000000,     -11.11938542,     -11.09705043,     -11.10556195,     -11.11694790,    -11.10700760,    -11.10764833,   -11.11885388  
      2.24500000,       4.75000000,     -10.19326552,     -10.14973650,     -10.16092744,     -10.18731589,    -10.16332466,    -10.16443884,   -10.19328028  
      2.44000000,       4.75000000,      -9.43236473,      -9.35522930,      -9.36961358,      -9.42060460,     -9.37347612,     -9.37538099,   -9.43242867   
      2.63500000,       4.75000000,      -8.80294655,      -8.67960578,      -8.69774360,      -8.78307389,     -8.70384194,     -8.70708650,   -8.80302044   
      2.83000000,       4.75000000,      -8.27831196,      -8.09829283,      -8.12079092,      -8.24848859,     -8.13030792,     -8.13591971,   -8.27846570   
      3.02500000,       4.75000000,      -7.83701660,      -7.59305369,      -7.62056545,      -7.79609014,     -7.66063312,     -7.85524239,   -7.83717605   
      3.22000000,       4.75000000,      -7.46192337,      -7.15006934,      -7.18329481,      -7.40945567,     -7.28259746,     -7.48561912,   -7.46213723   
      3.41500000,       4.75000000,      -7.13937580,      -6.75867719,      -6.79836295,      -7.07558508,     -6.96235392,     -7.16591444,   -7.13944074   
      3.61000000,       4.75000000,      -6.85897781,      -6.41051862,      -6.45745735,      -6.78455503,     -6.68794018,     -6.88583340,   -6.85901921   
      3.80500000,       4.75000000,      -6.61269273,      -6.09894857,      -6.15397845,      -6.52868049,     -6.44981752,     -6.63821765,   -6.61279649   
      4.00000000,       4.75000000,      -6.39431253,      -5.81861788,      -5.88262156,      -6.30200647,     -6.24065894,     -6.41771066,   -6.39444738   
      0.10000000,       5.00000000,    -250.00400080,    -250.00400001,    -250.00400081,    -250.00400080,   -250.00400001,   -250.00400081,   -250.00430914 
      0.29500000,       5.00000000,     -84.75758353,     -84.75756292,     -84.75758346,     -84.75758353,    -84.75758351,    -84.75758353,   -84.75710960  
      0.49000000,       5.00000000,     -51.04010418,     -51.04000910,     -51.04010325,     -51.04010418,    -51.04010392,    -51.04010418,   -51.03942868  
      0.68500000,       5.00000000,     -36.52401525,     -36.52375294,     -36.52401022,     -36.52401522,    -36.52401382,    -36.52401523,   -36.52376274  
      0.88000000,       5.00000000,     -28.44486006,     -28.44429636,     -28.44484204,     -28.44485989,    -28.44485484,    -28.44485980,   -28.44428349  
      1.07500000,       5.00000000,     -23.29986946,     -23.29882390,     -23.29981910,     -23.29986874,    -23.29985456,    -23.29986844,   -23.29976397  
      1.27000000,       5.00000000,     -19.73761760,     -19.73585578,     -19.73749760,     -19.73761516,    -19.73758134,    -19.73761382,   -19.73758297  
      1.46500000,       5.00000000,     -17.12624932,     -17.12347161,     -17.12599332,     -17.12624226,    -17.12616724,    -17.12623700,   -17.12583960  
      1.66000000,       5.00000000,     -15.13087121,     -15.12667764,     -15.13034883,     -15.13084941,    -15.13068434,    -15.13082150,   -15.13102956  
      1.85500000,       5.00000000,     -13.55889757,     -13.55134015,     -13.55646696,     -13.55855598,    -13.55707034,    -13.55732466,   -13.55916873  
      2.05000000,       5.00000000,     -12.29200928,     -12.27719111,     -12.28411642,     -12.29066981,    -12.28515208,    -12.28559815,   -12.29207421  
      2.24500000,       5.00000000,     -11.25477590,     -11.22574835,     -11.23485203,     -11.25116929,    -11.23656065,    -11.23732306,   -11.25459456  
      2.44000000,       5.00000000,     -10.39669224,     -10.34361841,     -10.35531751,     -10.38899346,    -10.35804651,    -10.35932677,   -10.39659896  
      2.63500000,       5.00000000,      -9.68180116,      -9.59321322,      -9.60796219,      -9.66788396,     -9.61222113,     -9.61434497,   -9.68161911   
      2.83000000,       5.00000000,      -9.08229331,      -8.94730475,      -8.96559563,      -9.06017616,     -8.97213695,     -8.97566332,   -9.08229208   
      3.02500000,       5.00000000,      -8.57584384,      -8.38568589,      -8.40804840,      -8.54400110,     -8.41801232,     -8.42397645,   -8.57598107   
      3.22000000,       5.00000000,      -8.14440013,      -7.89304448,      -7.92004614,      -8.10189095,     -7.97575778,     -8.16137174,   -8.14460320   
      3.41500000,       5.00000000,      -7.77334977,      -7.45756583,      -7.48981195,      -7.71983438,     -7.60234586,     -7.79485759,   -7.77368718   
      3.61000000,       5.00000000,      -7.45118539,      -7.06998809,      -7.10812164,      -7.38681998,     -7.28199801,     -7.47508231,   -7.45115846   
      3.80500000,       5.00000000,      -7.16860296,      -6.72294810,      -6.76764946,      -7.09398449,     -7.00444849,     -7.19301293,   -7.16875535   
      4.00000000,       5.00000000,      -6.91857551,      -6.41051862,      -6.46250512,      -6.83457956,     -6.76140847,     -6.94210841,   -6.91846350  
