#          omega,            hol_g,      FCI (extra),               HF,         CCS-1-S1,         CCS-2-S2,         CCS-4-S4,           LF-HF,          LF-MP2,       NN-VMC
      1.27000000,       2.00000000,      -3.83814037,      -3.47983922,      -3.55739755,      -3.84296077,      -3.83932368,     -3.64652301,     -3.85203809,  -3.83929801   
      1.46500000,       2.00000000,      -3.61024908,      -3.11665597,      -3.33220868,      -3.61109253,      -3.61037197,     -3.48240493,     -3.62192960,  -3.61214805   
      1.66000000,       2.00000000,      -3.44566845,      -2.85472112,      -3.22816209,      -3.44572777,      -3.44570647,     -3.35373723,     -3.45520147,  -3.44586349   
      1.85500000,       2.00000000,      -3.31868194,      -2.66391483,      -3.14250893,      -3.31855093,      -3.31869711,     -3.24917618,     -3.32626842,  -3.31905699   
      2.05000000,       2.00000000,      -3.21646304,      -2.52667724,      -3.07030939,      -3.21629633,      -3.21647002,     -3.16199667,     -3.22245338,  -3.21683335   
      2.24500000,       2.00000000,      -3.13171470,      -2.43568903,      -3.00830741,      -3.13155706,      -3.13171823,     -3.08786795,     -3.13645209,  -3.13227463   
      2.44000000,       2.00000000,      -3.05989475,      -2.40965913,      -2.95426161,      -3.05975796,      -3.05989667,     -3.02384489,     -3.06365686,  -3.06018305   
      2.63500000,       2.00000000,      -2.99798892,      -2.37941945,      -2.90657290,      -2.99787408,      -2.99799002,     -2.96784132,     -3.00099741,  -2.99822688   
      2.83000000,       2.00000000,      -2.94389880,      -2.35326933,      -2.86406565,      -2.94380366,      -2.94389945,     -2.91833098,     -2.94632201,  -2.94407225   
      3.02500000,       2.00000000,      -2.89610821,      -2.33051270,      -2.82580555,      -2.89602974,      -2.89610862,     -2.87416728,     -2.89807411,  -2.89631915   
      3.22000000,       2.00000000,      -2.85348835,      -2.31052209,      -2.79122943,      -2.85342365,      -2.85348861,     -2.83446944,     -2.85509450,  -2.85342526   
      3.41500000,       2.00000000,      -2.81517788,      -2.29279666,      -2.75970969,      -2.81512443,      -2.81517805,     -2.79854788,     -2.81649895,  -2.81574059   
      3.61000000,       2.00000000,      -2.78050584,      -2.27697726,      -2.73082890,      -2.78046153,      -2.78050595,     -2.76585383,     -2.78159935,  -2.78146458   
      3.80500000,       2.00000000,      -2.74894022,      -2.26280009,      -2.70425367,      -2.74890335,      -2.74894030,     -2.73594420,     -2.74985085,  -2.74948239   
      4.00000000,       2.00000000,      -2.72005273,      -2.24998050,      -2.67967864,      -2.72002192,      -2.72005278,     -2.70845673,     -2.72081534,  -2.72003603   
      0.10000000,       2.25000000,     -50.64477554,     -50.64475598,     -50.64477550,     -50.64477554,     -50.64477554,    -50.64477549,    -50.64477554,  -50.64504623  
      0.29500000,       2.25000000,     -17.21987648,     -17.21936288,     -17.21986693,     -17.21987643,     -17.21987648,    -17.21987229,    -17.21987636,  -17.22033119  
      0.49000000,       2.25000000,     -10.43123140,     -10.42876443,     -10.43110058,     -10.43122938,     -10.43123140,    -10.43118049,    -10.43122747,  -10.43137646  
      0.68500000,       2.25000000,      -7.53405173,      -7.52675734,      -7.53324931,      -7.53402594,      -7.53405167,     -7.53371361,     -7.53399596,  -7.53340054   
      0.88000000,       2.25000000,      -5.95202094,      -5.92866890,      -5.94275089,      -5.95066871,      -5.95197383,     -5.94458931,     -5.94577021,  -5.95199537   
      1.07500000,       2.25000000,      -5.01316615,      -4.92532638,      -4.95175274,      -5.00237097,      -5.01277323,     -4.95771131,     -4.96192437,  -5.01373863   
      1.27000000,       2.25000000,      -4.46150458,      -4.24321404,      -4.28832232,      -4.43070263,      -4.46048905,     -4.30621523,     -4.32153223,  -4.46259880   
      1.46500000,       2.25000000,      -4.11919974,      -3.75454614,      -3.82658186,      -4.12719746,      -4.12074524,     -3.91675777,     -4.15245213,  -4.12040138   
      1.66000000,       2.25000000,      -3.88311826,      -3.39169085,      -3.53088933,      -3.88513760,      -3.88331976,     -3.74145700,     -3.90344578,  -3.88468122   
      1.85500000,       2.25000000,      -3.70657431,      -3.11559061,      -3.42469493,      -3.70711651,      -3.70664108,     -3.60191663,     -3.72098703,  -3.70752597   
      2.05000000,       2.25000000,      -3.56736387,      -2.90219494,      -3.33527647,      -3.56743728,      -3.56739192,     -3.48687138,     -3.57811912,  -3.56865144   
      2.24500000,       2.25000000,      -3.45356980,      -2.73605454,      -3.25854526,      -3.45348457,      -3.45358324,     -3.38975704,     -3.46180147,  -3.45396733   
      2.44000000,       2.25000000,      -3.35811330,      -2.60699668,      -3.19169241,      -3.35798003,      -3.35812033,     -3.30631554,     -3.36452006,  -3.35845113   
      2.63500000,       2.25000000,      -3.27645956,      -2.50859117,      -3.13271804,      -3.27632023,      -3.27646348,     -3.23361180,     -3.28151192,  -3.27676392   
      2.83000000,       2.25000000,      -3.20553473,      -2.43860648,      -3.08015496,      -3.20540507,      -3.20553703,     -3.16953629,     -3.20956332,  -3.20571804   
      3.02500000,       2.25000000,      -3.14316294,      -2.41819311,      -3.03289892,      -3.14304802,      -3.14316434,     -3.11252386,     -3.14640664,  -3.14395046   
      3.22000000,       2.25000000,      -3.08775023,      -2.39290585,      -2.99010028,      -3.08765070,      -3.08775111,     -3.06138341,     -3.09038513,  -3.08784652   
      3.41500000,       2.25000000,      -3.03809600,      -2.37049541,      -2.95109276,      -3.03801079,      -3.03809657,     -3.01518919,     -3.04025333,  -3.03824902   
      3.61000000,       2.25000000,      -2.99327489,      -2.35051925,      -2.91534498,      -2.99320232,      -2.99327527,     -2.97320875,     -2.99505358,  -2.99351597   
      3.80500000,       2.25000000,      -2.95255965,      -2.33254490,      -2.88236959,      -2.95249797,      -2.95255991,     -2.93485361,     -2.95403680,  -2.95299649   
      4.00000000,       2.25000000,      -2.91536920,      -2.31635021,      -2.85194922,      -2.91531676,      -2.91536938,     -2.89964459,     -2.91660326,  -2.91581488   
      0.10000000,       2.50000000,     -62.51601436,     -62.51600154,     -62.51601434,     -62.51601436,     -62.51601436,    -62.51601435,    -62.51601436,  -62.51458359  
      0.29500000,       2.50000000,     -21.23401510,     -21.23368015,     -21.23401014,     -21.23401508,     -21.23401510,    -21.23401309,    -21.23401506,  -21.23444366  
      0.49000000,       2.50000000,     -12.83527334,     -12.83368331,     -12.83520676,     -12.83527252,     -12.83527334,    -12.83524916,    -12.83527186,  -12.83489609  
      0.68500000,       2.50000000,      -9.23878537,      -9.23418432,      -9.23839306,      -9.23877556,      -9.23878536,     -9.23863365,     -9.23876620,  -9.23846531   
      0.88000000,       2.50000000,      -7.25585001,      -7.24413019,      -7.25318807,      -7.25556763,      -7.25584127,     -7.25410637,     -7.25463440,  -7.25710249   
      1.07500000,       2.50000000,      -6.02627292,      -5.98789123,      -6.00471702,      -6.02267913,      -6.02614189,     -6.00753353,     -6.00926321,  -6.02688026   
      1.27000000,       2.50000000,      -5.24264654,      -5.12767613,      -5.15606451,      -5.22710070,      -5.24207908,     -5.16370930,     -5.16894742,  -5.24319839   
      1.46500000,       2.50000000,      -4.74292657,      -4.50558774,      -4.55034110,      -4.70836194,      -4.74178052,     -4.57029817,     -4.58716303,  -4.74562740   
      1.66000000,       2.50000000,      -4.40702454,      -4.03796850,      -4.10506621,      -4.41896946,      -4.40512273,     -4.20041765,     -4.45652497,  -4.40783072   
      1.85500000,       2.50000000,      -4.16358862,      -3.67638537,      -3.77311695,      -4.16729478,      -4.16389483,     -4.01222672,     -4.19236824,  -4.16511679   
      2.05000000,       2.50000000,      -3.97617409,      -3.39088468,      -3.62441298,      -3.97750994,      -3.97628142,     -3.86123687,     -3.99563307,  -3.97688651   
      2.24500000,       2.50000000,      -3.82557857,      -3.16198604,      -3.53172841,      -3.82604559,      -3.82562574,     -3.73556234,     -3.83968345,  -3.82761431   
      2.44000000,       2.50000000,      -3.70080891,      -2.97649444,      -3.45102964,      -3.70092224,      -3.70083234,     -3.62852947,     -3.71143096,  -3.70171332   
      2.63500000,       2.50000000,      -3.59506299,      -2.82521529,      -3.37987192,      -3.59502766,      -3.59507562,     -3.53583961,     -3.60326356,  -3.59556341   
      2.83000000,       2.50000000,      -3.50386060,      -2.70164064,      -3.31646514,      -3.50376546,      -3.50386783,     -3.45452001,     -3.51030276,  -3.50439572   
      3.02500000,       2.50000000,      -3.42410255,      -2.60110059,      -3.25946461,      -3.42398789,      -3.42410688,     -3.38241869,     -3.42923486,  -3.42443919   
      3.22000000,       2.50000000,      -3.35356014,      -2.52042255,      -3.20783775,      -3.35344438,      -3.35356284,     -3.31792559,     -3.35769589,  -3.35392833   
      3.41500000,       2.50000000,      -3.29057963,      -2.45813360,      -3.16077631,      -3.29047092,      -3.29058136,     -3.25980484,     -3.29394533,  -3.28969073   
      3.61000000,       2.50000000,      -3.23390204,      -2.43252529,      -3.11763686,      -3.23380355,      -3.23390318,     -3.20708789,     -3.23666479,  -3.23387790   
      3.80500000,       2.50000000,      -3.18254798,      -2.41044160,      -3.07789952,      -3.18246046,      -3.18254875,     -3.15900242,     -3.18483303,  -3.18330956   
      4.00000000,       2.50000000,      -3.13574165,      -2.39051658,      -3.04113863,      -3.13566473,      -3.13574218,     -3.11492341,     -3.13764492,  -3.13591266   
      0.10000000,       2.75000000,     -75.63823277,     -75.63822401,     -75.63823275,     -75.63823277,     -75.63823277,    -75.63823276,    -75.63823277,  -75.63896179  
      0.29500000,       2.75000000,     -25.67485160,     -25.67462376,     -25.67484885,     -25.67485159,     -25.67485160,    -25.67485055,    -25.67485160,  -25.67535400  
      0.49000000,       2.75000000,     -15.49964229,     -15.49856908,     -15.49960580,     -15.49964192,     -15.49964229,    -15.49962975,    -15.49964167,  -15.49973774  
      0.68500000,       2.75000000,     -11.13406810,     -11.13100434,     -11.13385827,     -11.13406387,     -11.13406810,    -11.13399217,    -11.13406029,  -11.13412762  
      0.88000000,       2.75000000,      -8.71775408,      -8.71070859,      -8.71682152,      -8.71770318,      -8.71775312,     -8.71732135,     -8.71758487,  -8.71756935   
      1.07500000,       2.75000000,      -7.19675215,      -7.17812084,      -7.18940850,      -7.19566559,      -7.19671374,     -7.19089211,     -7.19171506,  -7.19804478   
      1.27000000,       2.75000000,      -6.18119279,      -6.12446049,      -6.14336321,      -6.17454705,      -6.18094661,     -6.14719839,     -6.14949080,  -6.18183756   
      1.46500000,       2.75000000,      -5.49745297,      -5.35861591,      -5.38817059,      -5.47758690,      -5.49672742,     -5.39733495,     -5.40351067,  -5.49911261   
      1.66000000,       2.75000000,      -5.03183486,      -4.77929734,      -4.82320516,      -4.99409943,      -5.03057310,     -4.84474787,     -4.86291397,  -5.03372669   
      1.85500000,       2.75000000,      -4.70004527,      -4.32782884,      -4.39055034,      -4.71666339,      -4.69810100,     -4.49462007,     -4.75908282,  -4.70167732   
      2.05000000,       2.75000000,      -4.45011677,      -3.96788257,      -4.05471375,      -4.45604192,      -4.45055615,     -4.29294065,     -4.48576838,  -4.45227242   
      2.24500000,       2.75000000,      -4.25292161,      -3.67577597,      -3.82671461,      -4.25540454,      -4.25308282,     -4.13027053,     -4.27697172,  -4.25354862   
      2.44000000,       2.75000000,      -4.09181590,      -3.43542205,      -3.73117145,      -4.09290807,      -4.09188960,     -3.99395150,     -4.10913752,  -4.09364891   
      2.63500000,       2.75000000,      -3.95672094,      -3.23552937,      -3.64697432,      -3.95718572,      -3.95675876,     -3.87707390,     -3.96970778,  -3.95801520   
      2.83000000,       2.75000000,      -3.84115908,      -3.06794160,      -3.57197813,      -3.84132387,      -3.84118003,     -3.77523407,     -3.85116472,  -3.84215283   
      3.02500000,       2.75000000,      -3.74074837,      -2.92665028,      -3.50457444,      -3.74076650,      -3.74076064,     -3.68539127,     -3.74861031,  -3.74165440   
      3.22000000,       2.75000000,      -3.65239725,      -2.80716111,      -3.44353040,      -3.65234469,      -3.65240476,     -3.60533823,     -3.65866829,  -3.65327144   
      3.41500000,       2.75000000,      -3.57384825,      -2.70605056,      -3.38788271,      -3.57376397,      -3.57385301,     -3.53341562,     -3.57891316,  -3.57422423   
      3.61000000,       2.75000000,      -3.50340559,      -2.62076484,      -3.33686591,      -3.50330990,      -3.50340870,     -3.46834260,     -3.50753848,  -3.50457048   
      3.80500000,       2.75000000,      -3.43976496,      -2.54940671,      -3.28986255,      -3.43966842,      -3.43976704,     -3.40910953,     -3.44316768,  -3.44097781   
      4.00000000,       2.75000000,      -3.38190295,      -2.49075611,      -3.24636796,      -3.38181086,      -3.38190437,     -3.35490665,     -3.38472665,  -3.38221383   
      0.10000000,       3.00000000,     -90.01111781,     -90.01111163,     -90.01111780,     -90.01111781,     -90.01111781,    -90.01111780,    -90.01111781,  -90.01099     
      0.29500000,       3.00000000,     -30.54142598,     -30.54126557,     -30.54142436,     -30.54142597,     -30.54142598,    -30.54142538,    -30.54142598,  -30.54187584  
      0.49000000,       3.00000000,     -18.42260349,     -18.42185199,     -18.42258228,     -18.42260331,     -18.42260349,    -18.42259582,    -18.42260317,  -18.42282867  
      0.68500000,       3.00000000,     -13.21708890,     -13.21496307,     -13.21696895,     -13.23137252,     -13.21708890,    -13.21704772,    -13.21708547,  -13.21707153  
      0.88000000,       3.00000000,     -10.33014346,     -10.32540276,     -10.32968629,     -10.33013042,     -10.33014344,    -10.32997612,    -10.33011899,  -10.32942867  
      1.07500000,       3.00000000,      -8.50272144,      -8.49218118,      -8.50006084,      -8.50240784,      -8.50271116,     -8.50090354,     -8.50133586,  -8.50431156   
      1.27000000,       3.00000000,      -7.25744262,      -7.22878982,      -7.24192524,      -7.25485776,      -7.25734761,     -7.24404000,     -7.24518813,  -7.25851631   
      1.46500000,       3.00000000,      -6.38390872,      -6.30776224,      -6.32818550,      -6.37386479,      -6.38353417,     -6.33302112,     -6.33586979,  -6.38515234   
      1.66000000,       3.00000000,      -5.76795741,      -5.60852676,      -5.63868662,      -5.74425913,      -5.76709178,     -5.64918431,     -5.65621106,  -5.76883030   
      1.85500000,       3.00000000,      -5.32615896,      -5.06122192,      -5.10401939,      -5.28570902,      -5.32479386,     -5.12677059,     -5.14606999,  -5.32778358   
      2.05000000,       3.00000000,      -4.99713483,      -4.62257964,      -4.68142481,      -5.01910057,      -4.99599796,     -4.79648270,     -5.05876532,  -4.99832153   
      2.24500000,       3.00000000,      -4.74151208,      -4.26437642,      -4.34323303,      -4.75019042,      -4.74211550,     -4.58182627,     -4.78163142,  -4.74250698   
      2.44000000,       3.00000000,      -4.53556224,      -3.96742277,      -4.07083853,      -4.53957326,      -4.53579182,     -4.40763322,     -4.56326513,  -4.53596210   
      2.63500000,       3.00000000,      -4.36481255,      -3.71822171,      -3.93307439,      -4.36679498,      -4.36492117,     -4.26082035,     -4.38494057,  -4.36546707   
      2.83000000,       3.00000000,      -4.22006341,      -3.50700904,      -3.84577243,      -4.22106408,      -4.22012080,     -4.13425460,     -4.23522533,  -4.22195292   
      3.02500000,       3.00000000,      -4.09519293,      -3.32655187,      -3.76733733,      -4.09568712,      -4.09522553,     -4.02341252,     -4.10691356,  -4.09656668   
      3.22000000,       3.00000000,      -3.98595354,      -3.17139338,      -3.69631819,      -3.98617636,      -3.98597305,     -3.92517507,     -3.99519268,  -3.98709893   
      3.41500000,       3.00000000,      -3.88929075,      -3.03732484,      -3.63158324,      -3.88936549,      -3.88930292,     -3.83727511,     -3.89668603,  -3.89005971   
      3.61000000,       3.00000000,      -3.80294072,      -2.92107940,      -3.57223467,      -3.80293476,      -3.80294856,     -3.75800313,     -3.80893460,  -3.80352926   
      3.80500000,       3.00000000,      -3.72518241,      -2.82008090,      -3.51754951,      -3.72513359,      -3.72518761,     -3.68603449,     -3.73009138,  -3.72550035   
      4.00000000,       3.00000000,      -3.65467892,      -2.73231643,      -3.46693773,      -3.65460887,      -3.65468245,     -3.62032051,     -3.65873551,  -3.65535164   
      0.10000000,       3.25000000,    -105.63447226,    -105.63446777,    -105.63447226,    -105.63447226,    -105.63447226,   -105.63447225,   -105.63447226,  -105.63503265 
      0.29500000,       3.25000000,     -35.83313813,     -35.83302191,     -35.83313714,     -35.83313813,     -35.83313813,    -35.83313777,    -35.83313813,  -35.83359909  
      0.49000000,       3.25000000,     -21.60309278,     -21.60255046,     -21.60307986,     -21.60309269,     -21.60309278,    -21.60308858,    -21.60309260,  -21.60352516  
      0.68500000,       3.25000000,     -15.48618681,     -15.48466260,     -15.48611455,     -15.48618580,     -15.48618681,    -15.48616303,    -15.48618514,  -15.48613548  
      0.88000000,       3.25000000,     -12.08973705,     -12.08637214,     -12.08946663,     -12.08973061,     -12.08973704,    -12.08964321,    -12.08972570,  -12.08957481  
      1.07500000,       3.25000000,      -9.93452657,      -9.92775395,      -9.93343217,      -9.93443957,      -9.93452420,     -9.93393850,     -9.93418286,  -9.93410397   
      1.27000000,       3.25000000,      -8.45355260,      -8.43782249,      -8.44725957,      -8.45260418,      -8.45351865,     -8.44850607,     -8.44913509,  -8.45559406   
      1.46500000,       3.25000000,      -7.39084005,      -7.34960633,      -7.36422758,      -7.38616837,      -7.39066556,     -7.36700143,     -7.36848953,  -7.39316130   
      1.66000000,       3.25000000,      -6.61671038,      -6.52158592,      -6.54308656,      -6.60324163,      -6.61620656,     -6.54886966,     -6.55225552,  -6.61800051   
      1.85500000,       3.25000000,      -6.04890935,      -5.87175551,      -5.90212391,      -6.02182854,      -6.04791981,     -5.91377805,     -5.92157813,  -6.04973602   
      2.05000000,       3.25000000,      -5.62456007,      -5.34931864,      -5.39087460,      -5.58175666,      -5.62310227,     -5.41454061,     -5.43486532,  -5.62643528   
      2.24500000,       3.25000000,      -5.29746497,      -4.92113304,      -4.97653456,      -5.32539975,      -5.29607823,     -5.10357861,     -5.35701487,  -5.29844236   
      2.44000000,       3.25000000,      -5.03685385,      -4.56465801,      -4.63694748,      -5.04880891,      -5.03765490,     -4.87722121,     -5.07896679,  -5.03898239   
      2.63500000,       3.25000000,      -4.82308323,      -4.26403136,      -4.35665300,      -4.82901831,      -4.82339660,     -4.69201796,     -4.85325280,  -4.82412481   
      2.83000000,       3.25000000,      -4.64351750,      -4.00776916,      -4.13702386,      -4.64667998,      -4.64367027,     -4.53503369,     -4.66584977,  -4.64552069   
      3.02500000,       3.25000000,      -4.48978198,      -3.78735519,      -4.04694973,      -4.49152918,      -4.48986483,     -4.39902917,     -4.50679162,  -4.49118805   
      3.22000000,       3.25000000,      -4.35612546,      -3.59634293,      -3.96541946,      -4.35710259,      -4.35617359,     -4.27938956,     -4.36937795,  -4.35771799   
      3.41500000,       3.25000000,      -4.23846165,      -3.42976547,      -3.89111905,      -4.23900175,      -4.23849104,     -4.17292623,     -4.24897284,  -4.23975897   
      3.61000000,       3.25000000,      -4.13379778,      -3.28374157,      -3.82300772,      -4.13408296,      -4.13381644,     -4.07731632,     -4.14225654,  -4.13481283   
      3.80500000,       3.25000000,      -4.03988350,      -3.15518531,      -3.76024868,      -4.04001765,      -4.03989572,     -3.99080348,     -4.04677254,  -4.04066038   
      4.00000000,       3.25000000,      -3.95498792,      -3.04162935,      -3.70216013,      -3.95503216,      -3.95499613,     -3.91202230,     -3.96065553,  -3.95563126   
      0.10000000,       3.50000000,    -122.50816680,    -122.50816347,    -122.50816680,    -122.50816680,    -122.50816680,   -122.50816680,   -122.50816680,  -122.50889312 
      0.29500000,       3.50000000,     -41.54959686,     -41.54951060,     -41.54959623,     -41.54959686,     -41.54959686,    -41.54959663,    -41.54959687,  -41.55016708  
      0.49000000,       3.50000000,     -25.04042538,     -25.04002402,     -25.04041720,     -25.04042533,     -25.04042538,    -25.04042267,    -25.04042530,  -25.04090691  
      0.68500000,       3.50000000,     -17.94031840,     -17.93919572,     -17.94027300,     -17.94031786,     -17.94031840,    -17.94030313,    -17.94031749,  -17.94026947  
      0.88000000,       3.50000000,     -13.99489133,     -13.99243066,     -13.99472355,     -13.99488794,     -13.99489133,    -13.99483555,    -13.99488556,  -13.99467659  
      1.07500000,       3.50000000,     -11.48805085,     -11.48335835,     -11.48755855,     -11.48803549,     -11.48805082,    -11.48787657,    -11.48802267,  -11.48787498  
      1.27000000,       3.50000000,      -9.75937511,      -9.74976291,      -9.75672926,      -9.75904024,      -9.75936376,     -9.75750188,     -9.75786973,  -9.76057053   
      1.46500000,       3.50000000,      -8.50507063,      -8.48201269,      -8.49277997,      -8.50301714,      -8.50499467,     -8.49446867,     -8.49531308,  -8.50602436   
      1.66000000,       3.50000000,      -7.57128356,      -7.51597025,      -7.53175988,      -7.56415257,      -7.57101511,     -7.53519293,     -7.53702591,  -7.571117     
      1.85500000,       3.50000000,      -6.86944689,      -6.75651978,      -6.77875261,      -6.85269455,      -6.86881928,     -6.78541233,     -6.78930985,  -6.86988068   
      2.05000000,       3.50000000,      -6.33720560,      -6.14473988,      -6.17505085,      -6.30713700,      -6.33610621,     -6.18768828,     -6.19619520,  -6.33848906   
      2.24500000,       3.50000000,      -5.92612323,      -5.64218482,      -5.68244769,      -5.88125789,      -5.92458196,     -5.71502335,     -5.98691752,  -5.92714787   
      2.44000000,       3.50000000,      -5.60041476,      -5.22270203,      -5.27503104,      -5.63488894,      -5.59877376,     -5.41416544,     -5.65566630,  -5.60157537   
      2.63500000,       3.50000000,      -5.33542603,      -4.86788447,      -4.93466549,      -5.35116288,      -5.33646186,     -5.17767870,     -5.37752195,  -5.33686447   
      2.83000000,       3.50000000,      -5.11466815,      -4.56440188,      -4.64830429,      -5.12292843,      -5.11508153,     -4.98223518,     -5.14611752,  -5.11547375   
      3.02500000,       3.50000000,      -4.92705907,      -4.30236476,      -4.40635042,      -4.93170806,      -4.92726588,     -4.81555117,     -4.95091245,  -4.92722368   
      3.22000000,       3.50000000,      -4.76498420,      -4.07428277,      -4.25013065,      -4.76770923,      -4.76509901,     -4.67044590,     -4.78343608,  -4.76789284   
      3.41500000,       3.50000000,      -4.62306437,      -3.87438008,      -4.16580227,      -4.62469875,      -4.62313246,     -4.54227060,     -4.63760030,  -4.62473488   
      3.61000000,       3.50000000,      -4.49739241,      -3.69813258,      -4.08851389,      -4.49838156,      -4.49743475,     -4.42779075,     -4.50901974,  -4.49846983   
      3.80500000,       3.50000000,      -4.38505664,      -3.54194750,      -4.01730640,      -4.38565237,      -4.38508396,     -4.32463973,     -4.39447831,  -4.38646078   
      4.00000000,       3.50000000,      -4.28383703,      -3.40293679,      -3.95139949,      -4.28418774,      -4.28385519,     -4.23102157,     -4.29155705,  -4.28477716   
      0.10000000,       3.75000000,    -140.63211378,    -140.63211125,    -140.63211377,    -140.63211378,    -140.63211378,   -140.63211139,   -140.63211377,  -140.63325500 
      0.29500000,       3.75000000,     -47.69053814,     -47.69047277,     -47.69053773,     -47.69053814,     -47.69053814,    -47.69053801,    -47.69053815,  -47.69113159  
      0.49000000,       3.75000000,     -28.73414341,     -28.73383991,     -28.73413805,     -28.73414338,     -28.73414341,    -28.73414169,    -28.73414337,  -28.73468971  
      0.68500000,       3.75000000,     -20.57879746,     -20.57795159,     -20.57876790,     -20.57879715,     -20.57879746,    -20.57878773,    -20.57879694,  -20.57884026  
      0.88000000,       3.75000000,     -16.04462753,     -16.04278349,     -16.04451931,     -16.04462564,     -16.04462753,    -16.04459278,    -16.04462440,  -16.04510689  
      1.07500000,       3.75000000,     -13.16149689,     -13.15800781,     -13.16118380,     -13.16148853,     -13.16149688,    -13.16139092,    -13.16148231,  -13.16131783  
      1.27000000,       3.75000000,     -11.16980771,     -11.16342312,     -11.16868323,     -11.16970917,     -11.16980488,    -11.16918163,    -11.16940830,  -11.17117882  
      1.46500000,       3.75000000,      -9.71733162,      -9.70358022,      -9.71169665,      -9.71646645,      -9.71730031,     -9.71277236,     -9.71328165,  -9.71881676   
      1.66000000,       3.75000000,      -8.62235064,      -8.59005122,      -8.60193049,      -8.61876418,      -8.62221594,     -8.60408064,     -8.60515203,  -8.62451172   
      1.85500000,       3.75000000,      -7.78358082,      -7.71364210,      -7.73033228,      -7.77381607,      -7.78321168,     -7.73440586,     -7.73658087,  -7.78480768   
      2.05000000,       3.75000000,      -7.13599288,      -7.00670838,      -7.02940752,      -7.11617008,      -7.13524961,     -7.03686584,     -7.04124914,  -7.13708448   
      2.24500000,       3.75000000,      -6.63088836,      -6.42511030,      -6.45517596,      -6.59816666,      -6.62969086,     -6.46864895,     -6.47780565,  -6.63248301   
      2.44000000,       3.75000000,      -6.23019670,      -5.93882060,      -5.97778032,      -6.18350632,      -6.22857968,     -6.03192870,     -6.28297096,  -6.23091221   
      2.63500000,       3.75000000,      -5.90551044,      -5.52670314,      -5.57627763,      -5.94704683,      -5.90372296,     -5.72710250,     -5.95578554,  -5.90735197   
      2.83000000,       3.75000000,      -5.63666737,      -5.17344864,      -5.23553775,      -5.65666824,      -5.63798006,     -5.48202127,     -5.67738909,  -5.63893414   
      3.02500000,       3.75000000,      -5.40965782,      -4.86769801,      -4.94441237,      -5.42064235,      -5.41018812,     -5.27724307,     -5.44136763,  -5.41020441   
      3.22000000,       3.75000000,      -5.21471495,      -4.60084567,      -4.69450864,      -5.22116679,      -5.21498624,     -5.10143896,     -5.23942129,  -5.21489191   
      3.41500000,       3.75000000,      -5.04491567,      -4.36625367,      -4.47940361,      -5.04886518,      -5.04506946,     -4.94764451,     -5.06438006,  -5.04721642   
      3.61000000,       3.75000000,      -4.89524400,      -4.15872038,      -4.36814562,      -4.89772700,      -4.89533693,     -4.81124629,     -4.91078020,  -4.89635563   
      3.80500000,       3.75000000,      -4.76198195,      -3.97411258,      -4.28812731,      -4.76356870,      -4.76204072,     -4.68899677,     -4.77453663,  -4.76362658   
      4.00000000,       3.75000000,      -4.64231313,      -3.80910524,      -4.21407346,      -4.64333503,      -4.64235162,     -4.57850304,     -4.65257125,  -4.64375305   
      0.10000000,       4.00000000,    -160.00625205,    -160.00625009,    -160.00625204,    -160.00625205,    -160.00625205,   -160.00625019,   -160.00625204,  -160.00693    
      0.29500000,       4.00000000,     -54.25577844,     -54.25572799,     -54.25577816,     -54.25577844,     -54.25577844,    -54.25577834,    -54.25577844,  -54.25622177  
      0.49000000,       4.00000000,     -32.68393080,     -32.68369700,     -32.68392719,     -32.68393078,     -32.68393080,    -32.68392967,    -32.68393078,  -32.68453979  
      0.68500000,       4.00000000,     -23.40115596,     -23.40050619,     -23.40113613,     -23.40115578,     -23.40115596,    -23.40114949,    -23.40115596,  -23.40151024  
      0.88000000,       4.00000000,     -18.23829138,     -18.23688067,     -18.23821929,     -18.23829028,     -18.23829138,    -18.23826887,    -18.23828961,  -18.23821831  
      1.07500000,       4.00000000,     -14.95367603,     -14.95102242,     -14.95346961,     -14.95367125,     -14.95367602,    -14.95360867,    -14.95366805,  -14.95376015  
      1.27000000,       4.00000000,     -12.68258897,     -12.67798833,     -12.68203724,     -12.68256339,     -12.68258858,    -12.68236949,    -12.68251513,  -12.68222141  
      1.46500000,       4.00000000,     -11.02223335,     -11.01335329,     -11.01959333,     -11.02188039,     -11.02222109,    -11.02030383,    -11.02062568,  -11.02373791  
      1.66000000,       4.00000000,      -9.76216670,      -9.74272530,      -9.75184562,      -9.76043373,      -9.76210224,     -9.75324880,     -9.75391164,  -9.76324463   
      1.85500000,       4.00000000,      -8.78478165,      -8.74186283,      -8.75465663,      -8.77934276,      -8.78457574,     -8.75727267,     -8.75857768,  -8.78628445   
      2.05000000,       4.00000000,      -8.01824467,      -7.93379844,      -7.95116786,      -8.00581293,      -8.01777358,     -7.95585156,     -7.95836190,  -8.01900291   
      2.24500000,       4.00000000,      -7.41247561,      -7.26830771,      -7.29126956,      -7.38981636,      -7.41162551,     -7.29944781,     -7.30429002,  -7.41374063   
      2.44000000,       4.00000000,      -6.92865605,      -6.71122307,      -6.74091513,      -6.89356554,      -6.92737034,     -6.75509499,     -6.76485337,  -6.93116331   
      2.63500000,       4.00000000,      -6.53630106,      -6.23849247,      -6.27618048,      -6.48798784,      -6.53461567,     -6.34938821,     -6.58254863,  -6.53703547   
